gagnasafn,rod,lykill,dags,gildi,texti
island_finnland,policy_nominal_spread,,2001-04-01,5.58,""
island_finnland,policy_nominal_spread,,2001-05-01,5.7494,""
island_finnland,policy_nominal_spread,,2001-06-01,5.83,""
island_finnland,policy_nominal_spread,,2001-07-01,5.83,""
island_finnland,policy_nominal_spread,,2001-08-01,5.8381,""
island_finnland,policy_nominal_spread,,2001-09-01,6.2967,""
island_finnland,policy_nominal_spread,,2001-10-01,6.58,""
island_finnland,policy_nominal_spread,,2001-11-01,6.3826,""
island_finnland,policy_nominal_spread,,2001-12-01,6.35,""
island_finnland,policy_nominal_spread,,2002-01-01,6.35,""
island_finnland,policy_nominal_spread,,2002-02-01,6.35,""
island_finnland,policy_nominal_spread,,2002-03-01,6.3026,""
island_finnland,policy_nominal_spread,,2002-04-01,5.8865,""
island_finnland,policy_nominal_spread,,2002-05-01,5.377,""
island_finnland,policy_nominal_spread,,2002-06-01,5.0421,""
island_finnland,policy_nominal_spread,,2002-07-01,4.9,""
island_finnland,policy_nominal_spread,,2002-08-01,4.3267,""
island_finnland,policy_nominal_spread,,2002-09-01,3.8629,""
island_finnland,policy_nominal_spread,,2002-10-01,3.4417,""
island_finnland,policy_nominal_spread,,2002-11-01,2.9171,""
island_finnland,policy_nominal_spread,,2002-12-01,2.9972,""
island_finnland,policy_nominal_spread,,2003-01-01,2.88,""
island_finnland,policy_nominal_spread,,2003-02-01,2.5275,""
island_finnland,policy_nominal_spread,,2003-03-01,2.6116,""
island_finnland,policy_nominal_spread,,2003-04-01,2.66,""
island_finnland,policy_nominal_spread,,2003-05-01,2.66,""
island_finnland,policy_nominal_spread,,2003-06-01,3.0767,""
island_finnland,policy_nominal_spread,,2003-07-01,3.16,""
island_finnland,policy_nominal_spread,,2003-08-01,3.16,""
island_finnland,policy_nominal_spread,,2003-09-01,3.16,""
island_finnland,policy_nominal_spread,,2003-10-01,3.16,""
island_finnland,policy_nominal_spread,,2003-11-01,3.16,""
island_finnland,policy_nominal_spread,,2003-12-01,3.16,""
island_finnland,policy_nominal_spread,,2004-01-01,3.16,""
island_finnland,policy_nominal_spread,,2004-02-01,3.16,""
island_finnland,policy_nominal_spread,,2004-03-01,3.16,""
island_finnland,policy_nominal_spread,,2004-04-01,3.16,""
island_finnland,policy_nominal_spread,,2004-05-01,3.32,""
island_finnland,policy_nominal_spread,,2004-06-01,3.59,""
island_finnland,policy_nominal_spread,,2004-07-01,4.06,""
island_finnland,policy_nominal_spread,,2004-08-01,4.06,""
island_finnland,policy_nominal_spread,,2004-09-01,4.2736,""
island_finnland,policy_nominal_spread,,2004-10-01,4.5519,""
island_finnland,policy_nominal_spread,,2004-11-01,4.99,""
island_finnland,policy_nominal_spread,,2004-12-01,5.8777,""
island_finnland,policy_nominal_spread,,2005-01-01,5.92,""
island_finnland,policy_nominal_spread,,2005-02-01,6.081,""
island_finnland,policy_nominal_spread,,2005-03-01,6.4375,""
island_finnland,policy_nominal_spread,,2005-04-01,6.61,""
island_finnland,policy_nominal_spread,,2005-05-01,6.61,""
island_finnland,policy_nominal_spread,,2005-06-01,7.0262,""
island_finnland,policy_nominal_spread,,2005-07-01,7.07,""
island_finnland,policy_nominal_spread,,2005-08-01,7.07,""
island_finnland,policy_nominal_spread,,2005-09-01,7.1318,""
island_finnland,policy_nominal_spread,,2005-10-01,7.75,""
island_finnland,policy_nominal_spread,,2005-11-01,7.75,""
island_finnland,policy_nominal_spread,,2005-12-01,7.7498,""
island_finnland,policy_nominal_spread,,2006-01-01,7.7638,""
island_finnland,policy_nominal_spread,,2006-02-01,7.95,""
island_finnland,policy_nominal_spread,,2006-03-01,7.8147,""
island_finnland,policy_nominal_spread,,2006-04-01,8.37,""
island_finnland,policy_nominal_spread,,2006-05-01,8.6571,""
island_finnland,policy_nominal_spread,,2006-06-01,8.9067,""
island_finnland,policy_nominal_spread,,2006-07-01,9.3643,""
island_finnland,policy_nominal_spread,,2006-08-01,9.5145,""
island_finnland,policy_nominal_spread,,2006-09-01,9.9014,""
island_finnland,policy_nominal_spread,,2006-10-01,9.9206,""
island_finnland,policy_nominal_spread,,2006-11-01,9.84,""
island_finnland,policy_nominal_spread,,2006-12-01,9.742,""
island_finnland,policy_nominal_spread,,2007-01-01,9.8,""
island_finnland,policy_nominal_spread,,2007-02-01,9.8,""
island_finnland,policy_nominal_spread,,2007-03-01,9.6548,""
island_finnland,policy_nominal_spread,,2007-04-01,9.55,""
island_finnland,policy_nominal_spread,,2007-05-01,9.55,""
island_finnland,policy_nominal_spread,,2007-06-01,9.4,""
island_finnland,policy_nominal_spread,,2007-07-01,9.3,""
island_finnland,policy_nominal_spread,,2007-08-01,9.3,""
island_finnland,policy_nominal_spread,,2007-09-01,9.3,""
island_finnland,policy_nominal_spread,,2007-10-01,9.3,""
island_finnland,policy_nominal_spread,,2007-11-01,9.75,""
island_finnland,policy_nominal_spread,,2007-12-01,9.75,""
island_finnland,policy_nominal_spread,,2008-01-01,9.75,""
island_finnland,policy_nominal_spread,,2008-02-01,9.75,""
island_finnland,policy_nominal_spread,,2008-03-01,10.0972,""
island_finnland,policy_nominal_spread,,2008-04-01,11.3333,""
island_finnland,policy_nominal_spread,,2008-05-01,11.5,""
island_finnland,policy_nominal_spread,,2008-06-01,11.5,""
island_finnland,policy_nominal_spread,,2008-07-01,11.3145,""
island_finnland,policy_nominal_spread,,2008-08-01,11.25,""
island_finnland,policy_nominal_spread,,2008-09-01,11.25,""
island_finnland,policy_nominal_spread,,2008-10-01,10.5894,""
island_finnland,policy_nominal_spread,,2008-11-01,14.5667,""
island_finnland,policy_nominal_spread,,2008-12-01,15.2823,""
island_finnland,policy_nominal_spread,,2009-01-01,15.6774,""
island_finnland,policy_nominal_spread,,2009-02-01,16,""
island_finnland,policy_nominal_spread,,2009-03-01,15.9296,""
island_finnland,policy_nominal_spread,,2009-04-01,11.6083,""
island_finnland,policy_nominal_spread,,2009-05-01,8.8769,""
island_finnland,policy_nominal_spread,,2009-06-01,8.5,""
island_finnland,policy_nominal_spread,,2009-07-01,8.5,""
island_finnland,policy_nominal_spread,,2009-08-01,8.5,""
island_finnland,policy_nominal_spread,,2009-09-01,8.5,""
island_finnland,policy_nominal_spread,,2009-10-01,8.75,""
island_finnland,policy_nominal_spread,,2009-11-01,8.6429,""
island_finnland,policy_nominal_spread,,2009-12-01,8.2917,""
island_finnland,policy_nominal_spread,,2010-01-01,8.05,""
island_finnland,policy_nominal_spread,,2010-02-01,7.625,""
island_finnland,policy_nominal_spread,,2010-03-01,7.3859,""
island_finnland,policy_nominal_spread,,2010-04-01,7.125,""
island_finnland,policy_nominal_spread,,2010-05-01,6.6776,""
island_finnland,policy_nominal_spread,,2010-06-01,6.4821,""
island_finnland,policy_nominal_spread,,2010-07-01,6.125,""
island_finnland,policy_nominal_spread,,2010-08-01,5.6726,""
island_finnland,policy_nominal_spread,,2010-09-01,4.8864,""
island_finnland,policy_nominal_spread,,2010-10-01,4.375,""
island_finnland,policy_nominal_spread,,2010-11-01,3.6932,""
island_finnland,policy_nominal_spread,,2010-12-01,3.0455,""
island_finnland,policy_nominal_spread,,2011-01-01,2.875,""
island_finnland,policy_nominal_spread,,2011-02-01,2.6375,""
island_finnland,policy_nominal_spread,,2011-03-01,2.625,""
island_finnland,policy_nominal_spread,,2011-04-01,2.475,""
island_finnland,policy_nominal_spread,,2011-05-01,2.375,""
island_finnland,policy_nominal_spread,,2011-06-01,2.375,""
island_finnland,policy_nominal_spread,,2011-07-01,2.2218,""
island_finnland,policy_nominal_spread,,2011-08-01,2.25,""
island_finnland,policy_nominal_spread,,2011-09-01,2.375,""
island_finnland,policy_nominal_spread,,2011-10-01,2.375,""
island_finnland,policy_nominal_spread,,2011-11-01,2.797,""
island_finnland,policy_nominal_spread,,2011-12-01,3.0202,""
island_finnland,policy_nominal_spread,,2012-01-01,3.125,""
island_finnland,policy_nominal_spread,,2012-02-01,3.125,""
island_finnland,policy_nominal_spread,,2012-03-01,3.2159,""
island_finnland,policy_nominal_spread,,2012-04-01,3.375,""
island_finnland,policy_nominal_spread,,2012-05-01,3.625,""
island_finnland,policy_nominal_spread,,2012-06-01,4.0298,""
island_finnland,policy_nominal_spread,,2012-07-01,4.2944,""
island_finnland,policy_nominal_spread,,2012-08-01,4.375,""
island_finnland,policy_nominal_spread,,2012-09-01,4.375,""
island_finnland,policy_nominal_spread,,2012-10-01,4.375,""
island_finnland,policy_nominal_spread,,2012-11-01,4.5227,""
island_finnland,policy_nominal_spread,,2012-12-01,4.625,""
island_finnland,policy_nominal_spread,,2013-01-01,4.625,""
island_finnland,policy_nominal_spread,,2013-02-01,4.625,""
island_finnland,policy_nominal_spread,,2013-03-01,4.625,""
island_finnland,policy_nominal_spread,,2013-04-01,4.625,""
island_finnland,policy_nominal_spread,,2013-05-01,4.8185,""
island_finnland,policy_nominal_spread,,2013-06-01,4.875,""
island_finnland,policy_nominal_spread,,2013-07-01,4.875,""
island_finnland,policy_nominal_spread,,2013-08-01,4.875,""
island_finnland,policy_nominal_spread,,2013-09-01,4.875,""
island_finnland,policy_nominal_spread,,2013-10-01,4.875,""
island_finnland,policy_nominal_spread,,2013-11-01,5.025,""
island_finnland,policy_nominal_spread,,2013-12-01,5.125,""
island_finnland,policy_nominal_spread,,2014-01-01,5.125,""
island_finnland,policy_nominal_spread,,2014-02-01,5.125,""
island_finnland,policy_nominal_spread,,2014-03-01,5.125,""
island_finnland,policy_nominal_spread,,2014-04-01,5.125,""
island_finnland,policy_nominal_spread,,2014-05-01,5.0812,""
island_finnland,policy_nominal_spread,,2014-06-01,5.0667,""
island_finnland,policy_nominal_spread,,2014-07-01,5.1,""
island_finnland,policy_nominal_spread,,2014-08-01,5.1,""
island_finnland,policy_nominal_spread,,2014-09-01,5.17,""
island_finnland,policy_nominal_spread,,2014-10-01,5.2,""
island_finnland,policy_nominal_spread,,2014-11-01,4.975,""
island_finnland,policy_nominal_spread,,2014-12-01,4.625,""
island_finnland,policy_nominal_spread,,2015-01-01,4.45,""
island_finnland,policy_nominal_spread,,2015-02-01,4.45,""
island_finnland,policy_nominal_spread,,2015-03-01,4.45,""
island_finnland,policy_nominal_spread,,2015-04-01,4.45,""
island_finnland,policy_nominal_spread,,2015-05-01,4.45,""
island_finnland,policy_nominal_spread,,2015-06-01,4.7833,""
island_finnland,policy_nominal_spread,,2015-07-01,4.95,""
island_finnland,policy_nominal_spread,,2015-08-01,5.175,""
island_finnland,policy_nominal_spread,,2015-09-01,5.45,""
island_finnland,policy_nominal_spread,,2015-10-01,5.45,""
island_finnland,policy_nominal_spread,,2015-11-01,5.6762,""
island_finnland,policy_nominal_spread,,2015-12-01,5.7,""
island_finnland,policy_nominal_spread,,2016-01-01,5.7,""
island_finnland,policy_nominal_spread,,2016-02-01,5.7,""
island_finnland,policy_nominal_spread,,2016-03-01,5.7258,""
island_finnland,policy_nominal_spread,,2016-04-01,5.75,""
island_finnland,policy_nominal_spread,,2016-05-01,5.75,""
island_finnland,policy_nominal_spread,,2016-06-01,5.75,""
island_finnland,policy_nominal_spread,,2016-07-01,5.75,""
island_finnland,policy_nominal_spread,,2016-08-01,5.6136,""
island_finnland,policy_nominal_spread,,2016-09-01,5.25,""
island_finnland,policy_nominal_spread,,2016-10-01,5.25,""
island_finnland,policy_nominal_spread,,2016-11-01,5.25,""
island_finnland,policy_nominal_spread,,2016-12-01,5.1071,""
island_finnland,policy_nominal_spread,,2017-01-01,5,""
island_finnland,policy_nominal_spread,,2017-02-01,5,""
island_finnland,policy_nominal_spread,,2017-03-01,5,""
island_finnland,policy_nominal_spread,,2017-04-01,5,""
island_finnland,policy_nominal_spread,,2017-05-01,4.875,""
island_finnland,policy_nominal_spread,,2017-06-01,4.5952,""
island_finnland,policy_nominal_spread,,2017-07-01,4.5,""
island_finnland,policy_nominal_spread,,2017-08-01,4.5,""
island_finnland,policy_nominal_spread,,2017-09-01,4.5,""
island_finnland,policy_nominal_spread,,2017-10-01,4.2727,""
island_finnland,policy_nominal_spread,,2017-11-01,4.25,""
island_finnland,policy_nominal_spread,,2017-12-01,4.25,""
island_finnland,policy_nominal_spread,,2018-01-01,4.25,""
island_finnland,policy_nominal_spread,,2018-02-01,4.25,""
island_finnland,policy_nominal_spread,,2018-03-01,4.25,""
island_finnland,policy_nominal_spread,,2018-04-01,4.25,""
island_finnland,policy_nominal_spread,,2018-05-01,4.25,""
island_finnland,policy_nominal_spread,,2018-06-01,4.25,""
island_finnland,policy_nominal_spread,,2018-07-01,4.25,""
island_finnland,policy_nominal_spread,,2018-08-01,4.25,""
island_finnland,policy_nominal_spread,,2018-09-01,4.25,""
island_finnland,policy_nominal_spread,,2018-10-01,4.25,""
island_finnland,policy_nominal_spread,,2018-11-01,4.4545,""
island_finnland,policy_nominal_spread,,2018-12-01,4.5,""
island_finnland,policy_nominal_spread,,2019-01-01,4.5,""
island_finnland,policy_nominal_spread,,2019-02-01,4.5,""
island_finnland,policy_nominal_spread,,2019-03-01,4.5,""
island_finnland,policy_nominal_spread,,2019-04-01,4.5,""
island_finnland,policy_nominal_spread,,2019-05-01,4.3333,""
island_finnland,policy_nominal_spread,,2019-06-01,3.9583,""
island_finnland,policy_nominal_spread,,2019-07-01,3.75,""
island_finnland,policy_nominal_spread,,2019-08-01,3.7143,""
island_finnland,policy_nominal_spread,,2019-09-01,3.5,""
island_finnland,policy_nominal_spread,,2019-10-01,3.2609,""
island_finnland,policy_nominal_spread,,2019-11-01,3.0357,""
island_finnland,policy_nominal_spread,,2019-12-01,3,""
island_finnland,policy_nominal_spread,,2020-01-01,3,""
island_finnland,policy_nominal_spread,,2020-02-01,2.775,""
island_finnland,policy_nominal_spread,,2020-03-01,2.1818,""
island_finnland,policy_nominal_spread,,2020-04-01,1.75,""
island_finnland,policy_nominal_spread,,2020-05-01,1.4737,""
island_finnland,policy_nominal_spread,,2020-06-01,1,""
island_finnland,policy_nominal_spread,,2020-07-01,1,""
island_finnland,policy_nominal_spread,,2020-08-01,1,""
island_finnland,policy_nominal_spread,,2020-09-01,1,""
island_finnland,policy_nominal_spread,,2020-10-01,1,""
island_finnland,policy_nominal_spread,,2020-11-01,0.8929,""
island_finnland,policy_nominal_spread,,2020-12-01,0.75,""
island_finnland,policy_nominal_spread,,2021-01-01,0.75,""
island_finnland,policy_nominal_spread,,2021-02-01,0.75,""
island_finnland,policy_nominal_spread,,2021-03-01,0.75,""
island_finnland,policy_nominal_spread,,2021-04-01,0.75,""
island_finnland,policy_nominal_spread,,2021-05-01,0.8553,""
island_finnland,policy_nominal_spread,,2021-06-01,1,""
island_finnland,policy_nominal_spread,,2021-07-01,1,""
island_finnland,policy_nominal_spread,,2021-08-01,1.0595,""
island_finnland,policy_nominal_spread,,2021-09-01,1.25,""
island_finnland,policy_nominal_spread,,2021-10-01,1.4643,""
island_finnland,policy_nominal_spread,,2021-11-01,1.7273,""
island_finnland,policy_nominal_spread,,2021-12-01,2,""
island_finnland,policy_nominal_spread,,2022-01-01,2,""
island_finnland,policy_nominal_spread,,2022-02-01,2.525,""
island_finnland,policy_nominal_spread,,2022-03-01,2.75,""
island_finnland,policy_nominal_spread,,2022-04-01,2.75,""
island_finnland,policy_nominal_spread,,2022-05-01,3.6548,""
island_finnland,policy_nominal_spread,,2022-06-01,4.1,""
island_finnland,policy_nominal_spread,,2022-07-01,4.6694,""
island_finnland,policy_nominal_spread,,2022-08-01,4.4545,""
island_finnland,policy_nominal_spread,,2022-09-01,4.575,""
island_finnland,policy_nominal_spread,,2022-10-01,4.4762,""
island_finnland,policy_nominal_spread,,2022-11-01,3.8432,""
island_finnland,policy_nominal_spread,,2022-12-01,3.8226,""
island_finnland,policy_nominal_spread,,2023-01-01,3.5,""
island_finnland,policy_nominal_spread,,2023-02-01,3.5,""
island_finnland,policy_nominal_spread,,2023-03-01,3.6865,""
island_finnland,policy_nominal_spread,,2023-04-01,4,""
island_finnland,policy_nominal_spread,,2023-05-01,4.1351,""
island_finnland,policy_nominal_spread,,2023-06-01,4.9167,""
island_finnland,policy_nominal_spread,,2023-07-01,4.75,""
island_finnland,policy_nominal_spread,,2023-08-01,4.6672,""
island_finnland,policy_nominal_spread,,2023-09-01,4.9083,""
island_finnland,policy_nominal_spread,,2023-10-01,4.75,""
island_finnland,policy_nominal_spread,,2023-11-01,4.75,""
island_finnland,policy_nominal_spread,,2023-12-01,4.75,""
island_finnland,policy_nominal_spread,,2024-01-01,4.75,""
island_finnland,policy_nominal_spread,,2024-02-01,4.75,""
island_finnland,policy_nominal_spread,,2024-03-01,4.75,""
island_finnland,policy_nominal_spread,,2024-04-01,4.75,""
island_finnland,policy_nominal_spread,,2024-05-01,4.75,""
island_finnland,policy_nominal_spread,,2024-06-01,4.9083,""
island_finnland,policy_nominal_spread,,2024-07-01,5,""
island_finnland,policy_nominal_spread,,2024-08-01,5,""
island_finnland,policy_nominal_spread,,2024-09-01,5.26,""
island_finnland,policy_nominal_spread,,2024-10-01,5.4335,""
island_finnland,policy_nominal_spread,,2024-11-01,5.4095,""
island_finnland,policy_nominal_spread,,2024-12-01,5.2129,""
island_finnland,policy_nominal_spread,,2025-01-01,5.35,""
island_finnland,policy_nominal_spread,,2025-02-01,5.1143,""
island_finnland,policy_nominal_spread,,2025-03-01,5.1541,""
island_finnland,policy_nominal_spread,,2025-04-01,5.1667,""
island_finnland,policy_nominal_spread,,2025-05-01,5.2625,""
island_finnland,policy_nominal_spread,,2025-06-01,5.2667,""
island_finnland,policy_nominal_spread,,2025-07-01,5.35,""
island_finnland,policy_nominal_spread,,2025-08-01,5.35,""
island_finnland,policy_nominal_spread,,2025-09-01,5.35,""
island_finnland,policy_nominal_spread,,2025-10-01,5.35,""
island_finnland,policy_nominal_spread,,2025-11-01,5.25,""
island_finnland,policy_nominal_spread,,2025-12-01,5.1,""
island_finnland,policy_nominal_spread,,2026-01-01,5.1,""
island_finnland,policy_nominal_spread,,2026-02-01,5.1,""
island_finnland,policy_nominal_spread,,2026-03-01,5.2136,""
island_finnland,policy_nominal_spread,,2026-04-01,5.35,""
island_finnland,policy_nominal_spread,,2026-05-01,5.4472,""
island_finnland,policy_nominal_spread,,2026-06-01,5.4981,""
island_finnland,ec_expected_hicp_1_2y,,1999-01-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,1999-02-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,1999-03-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,1999-04-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,1999-05-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,1999-06-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,1999-07-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,1999-08-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,1999-09-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,1999-10-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,1999-11-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,1999-12-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2000-01-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2000-02-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2000-03-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2000-04-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2000-05-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2000-06-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2000-07-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2000-08-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2000-09-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2000-10-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2000-11-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2000-12-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2001-01-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2001-02-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2001-03-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2001-04-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2001-05-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2001-06-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2001-07-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2001-08-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2001-09-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2001-10-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2001-11-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2001-12-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2002-01-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2002-02-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2002-03-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2002-04-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2002-05-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2002-06-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2002-07-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2002-08-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2002-09-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2002-10-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2002-11-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2002-12-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2003-01-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2003-02-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2003-03-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2003-04-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2003-05-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2003-06-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2003-07-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2003-08-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2003-09-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2003-10-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2003-11-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2003-12-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2004-01-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2004-02-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2004-03-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2004-04-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2004-05-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2004-06-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2004-07-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2004-08-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2004-09-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2004-10-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2004-11-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2004-12-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2005-01-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2005-02-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2005-03-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2005-04-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2005-05-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2005-06-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2005-07-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2005-08-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2005-09-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2005-10-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2005-11-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2005-12-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2006-01-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2006-02-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2006-03-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2006-04-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2006-05-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2006-06-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2006-07-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2006-08-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2006-09-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2006-10-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2006-11-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2006-12-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2007-01-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2007-02-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2007-03-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2007-04-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2007-05-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2007-06-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2007-07-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2007-08-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2007-09-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2007-10-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2007-11-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2007-12-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2008-01-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2008-02-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2008-03-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2008-04-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2008-05-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2008-06-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2008-07-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2008-08-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2008-09-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2008-10-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2008-11-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2008-12-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2009-01-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2009-02-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2009-03-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2009-04-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2009-05-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2009-06-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2009-07-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2009-08-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2009-09-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2009-10-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2009-11-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2009-12-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2010-01-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2010-02-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2010-03-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2010-04-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2010-05-01,NaN,""
